Aculife Healthcare,3.0,418,Pharma , Ahmedabad ,36
Nettur Technical Training Foundation,3.6,418,Education & Training , Bengaluru ,44
IMS People,3.6,418,Recruitment , Ahmedabad ,27
Nowfloats Technologies,3.6,418,Software Product , Hyderabad ,40
Axis Finance,3.8,418,NBFC , Mumbai ,84
India Nippon Electricals,3.8,417,Electrical Equipment , Hosur ,27
Prolifics Corporation,3.5,417,IT Services & Consulting , Hyderabad ,6
Novartis Healthcare,4.1,417,Pharma , Hyderabad ,26
Tagros Chemicals,3.6,417,Agro Chemicals , Cuddalore ,13
Jyoti CNC Automation,3.9,418,Industrial Machinery , Rajkot ,31
Indian Political Action Committee,2.9,417,Other , Kolkata ,20
Nidec Corporation,3.6,417,Electronics Manufacturing , Neemrana ,27
Pole To Win,3.2,417,Gaming , Bengaluru ,9
FCm Travel Solutions,3.2,417,Travel & Tourism , New Delhi ,23
Marksans Pharma,3.4,418,Pharma , South Goa ,26
Capital Trust,3.3,416,NBFC , New Delhi ,123
TCL,4.1,416,Consumer Electronics & Appliances , Tirupati ,52
Silver Touch Technologies,3.1,416,IT Services & Consulting , New Delhi ,40
AppInventiv Technologies,3.9,416,IT Services & Consulting , Noida ,12
Tutopia,4.5,416,EdTech , Kolkata ,5
Spoton Logistics,4.4,415,Logistics , Bengaluru ,71
Lotte India Corporation,4.0,415,FMCG , Chennai ,86
Mann And Hummel Filter,3.8,417,Industrial Machinery , Bengaluru ,20
MyMoneyMantra,3.1,415,Internet , New Delhi ,27
Samsonite,4.0,415,Retail , Nashik ,62
Ensono,4.1,415,IT Services & Consulting , Pune ,10
Desun Hospital & Heart Institute,3.8,415,Healthcare , Kolkata ,11
Spice Money,4.1,415,FinTech , Noida ,109
Aramex,3.3,414,Logistics , Mumbai ,52
Aka Logistics,3.2,414,Logistics , Kolkata ,39
Astra Microwave Products,3.9,414,Defence & Aerospace , Hyderabad ,15
Hero Housing Finance,3.8,414,NBFC , New Delhi ,92
Imarticus Learning,4.0,415,EdTech , Mumbai ,24
TTK Healthcare,4.1,414,Medical Equipment , Chennai ,77
Magus Customer Dialog,3.7,414,BPO , Hyderabad ,18
Pon Pure Chemical,3.5,414,Chemicals , Chennai ,43
International Automotive Components,3.9,414,Auto Components , Pune ,17
Metrochem Api,3.1,414,Pharma , Hyderabad ,13
Havmor Ice Cream,4.1,414,Food Processing , Ahmedabad ,71
Aizant Drug Research Solutions,3.9,414,Clinical Research , Hyderabad ,4
Bangalore International Airport,4.3,413,Aviation , Bengaluru ,15
Mymd Healthcare,4.1,413,Internet , Kolkata ,22
DataMetica,3.2,413,IT Services & Consulting , Pune ,7
ArisGlobal,2.8,413,IT Services & Consulting , Bengaluru ,9
Shiprocket Private Limited,3.4,413,Internet , Gurugram ,15
Uniparts Group,3.6,412,Industrial Machinery , Noida ,14
CogentHubCX.AI,3.3,412,BPO , Kolkata ,9
Motilal Oswal Private Wealth Management,4.5,411,Financial Services , Mumbai ,26
Franchise India Brands,3.0,412,Marketing & Advertising , New Delhi ,30
Buhler,3.8,411,Industrial Machinery , Bengaluru ,28
Agro Tech Foods,4.0,411,FMCG , Hyderabad ,77
PC Jewellers,3.8,411,Metals & Mining , New Delhi ,73
Apex Laboratories,3.9,411,Pharma , Chennai ,61
Zealous Services,2.7,411,Design , Chennai ,9
Win Medicare,4.2,410,Pharma , New Delhi ,63
Schoolnet India,3.9,410,EdTech , Mumbai ,93
Win Medicare,4.2,410,Pharma , New Delhi ,63
Odessa,3.7,410,Software Product , Bengaluru ,3
myGate,2.9,410,Law Enforcement & Security , Bengaluru ,21
Saama Technologies,3.7,410,IT Services & Consulting , Pune ,7
Rama Medical College Hospital & Research Centre,3.9,410,Healthcare , Kanpur ,20
Black Knight,3.5,410,IT Services & Consulting , Hyderabad ,4
Qwik Supply Chain,3.8,410,Mumbai +141 other locations,nan,141
Sagar Cements,4.3,409,Building Material , Hyderabad ,45
Fortis Escorts Hospital,4.3,409,Healthcare , New Delhi ,16
Essar Group,3.7,409,Engineering & Construction , Mumbai ,45
Shyam Sel & Power,3.7,409,Electronics Manufacturing , Kolkata ,24
HealthKart,3.8,408,Internet , Gurugram ,39
ANR Software Private Limited,4.1,408,IT Services & Consulting , Noida ,5
Roca Bathroom Products,3.7,408,Building Material , Chennai ,58
Bonace Engineers,4.0,409,Recruitment , Mumbai ,57
Recpdcl.ltd,4.0,408,Facility Management Services , New Delhi ,68
Venus Remedies,4.2,408,Pharma , Baddi ,39
Indus Net Technologies,3.1,407,IT Services & Consulting , Kolkata ,7
Larsen & Toubro Group,4.1,407,Engineering & Construction , Chennai ,75
M Baazar,3.9,408,Retail , Kolkata ,99
Indus Net Technologies,3.1,407,IT Services & Consulting , Kolkata ,7
Willis Towers Watson,3.7,407,Financial Services , Mumbai ,12
ITC Limited - Paperboards Specialty Papers Division,3.9,407,Packaging , Bhadrachalam ,19
P.D. Hinduja National Hospital and Medical Research Centre,3.8,407,Healthcare , Mumbai ,13
Echobooom Management & Entrepreneurial Solutions,3.7,407,Marketing & Advertising , Mumbai ,19
SHARE Microfin,4.2,406,Financial Services , Hyderabad ,137
V-Xpress,3.9,406,Logistics , Mumbai ,63
Owens Corning,3.6,406,Building Material , Mumbai ,12
Al Turki Enterprises,3.5,406,Oil & Gas , Muscat ,15
Onsitego,3.7,406,Internet , Mumbai ,31
Gujarat Ambuja Exports,3.4,406,Agro Chemicals , Ahmedabad ,33
Samsung SDS,3.0,406,IT Services & Consulting , Gurugram ,22
Ashiana Housing,4.0,406,Real Estate , Jaipur ,19
Oberoi Realty,4.3,406,Real Estate , Mumbai ,11
Indian Space Research Organisation,4.6,406,Defence & Aerospace , Bengaluru ,35
L&T Heavy Engineering,3.8,406,Surat +25 other locations,nan,25
Virchow Biotech,3.4,405,Pharma , Hyderabad ,12
Global Indian International School,4.2,405,Education & Training , Noida ,23
ABC Consultants,3.9,405,Recruitment , Bengaluru ,27
Roop Automotives,4.2,405,Auto Components , Gurugram ,14
Universal Corporation,3.7,405,Consumer Electronics & Appliances , Kolkata ,64
GRT Jewellers,4.1,404,Jewellery , Chennai ,37
Viva Composite Panel,4.5,405,Building Material , Mumbai ,60
STUDDS Accessories Limited,4.0,404,Auto Components , Faridabad ,14
Core Integra Consulting Services,3.4,404,Recruitment , Mumbai ,86
Hexagon Nutrition,4.1,404,Food Processing , Mumbai ,32
Penna Cement Industries,4.1,403,Building Material , Hyderabad ,47
Haleon,3.5,406,Healthcare , Bengaluru ,77
SirionLabs,3.8,404,Software Product , Gurugram ,6
ICFAI University,3.6,403,Education & Training , Hyderabad ,58
Himatsingka Seide,3.5,402,Fashion & Textile , Bengaluru ,16
Piramal Swasthya,4.1,402,Hyderabad +62 other locations,nan,62
Invensis Technologies,3.5,403,BPO , Bengaluru ,12
BPTP,4.2,402,Real Estate , New Delhi ,6
Pearson Education India,3.9,402,Education & Training , Bengaluru ,58
RCM,4.2,402,Retail , Bhilwara ,45
Gravita,4.4,402,Metals & Mining , Jaipur ,21
Eversendai,3.6,402,Engineering & Construction , Chennai ,19
SMFG India Home Finance Co,3.7,401,NBFC , Mumbai ,112
Venkateshwara Hatcheries,3.8,401,Food Processing , Pune ,60
Daimler Truck,3.6,402,Automobile , Bengaluru ,8
PGP Glass,4.0,401,Packaging , Vadodara ,16
Ipsos,3.2,401,Analytics & KPO , Mumbai ,27
Indigo Paints,3.8,401,Chemicals , Jodhpur ,101
Stanley Black & Decker,3.6,401,Industrial Machinery , Pune ,28
Gold Plus Glass,3.4,400,Other , Roorkee ,37
Accelya Solutions India Limited,3.4,400,IT Services & Consulting , Mumbai ,12
Oda Class,3.0,400,EdTech , Bengaluru ,8
Kailash Hospital,3.9,400,Healthcare , Noida ,27
Greet Technologies,2.6,400,BPO , Bengaluru ,7
Raptakos Brett and Company,3.4,400,Pharma , Mumbai ,64
Accel Frontline,4.3,400,IT Services & Consulting , Chennai ,55
Copeland,3.9,400,Electronics Manufacturing , Pune ,25
CES,3.4,401,IT Services & Consulting , Hyderabad ,15
RDC Concrete (India),4.0,400,Real Estate , Mumbai ,50
IDS Infotech,3.0,400,IT Services & Consulting , Chandigarh ,23
Statusneo,3.8,400,IT Services & Consulting , Gurugram ,19
Merck,4.0,400,Pharma , Bengaluru ,53
Starbucks,4.1,400,Hospitality , Mumbai ,59
Motherhood Hospital,3.6,400,Healthcare , Bengaluru ,25
Kailash Hospital,3.9,400,Healthcare , Noida ,27
Tekion,3.0,400,Software Product , Bengaluru ,4
V-bazaar Retail,3.9,399,Retail , Gurugram ,76
Munjal Showa,3.2,399,Auto Components , Gurugram ,12
GE Vernova T&D India,4.1,399,Power , Chennai ,38
VRB Consumer Products Private Limited,4.1,400,FMCG , New Delhi ,52
Kanpur Fertilizers & Chemicals,3.6,399,Agro Chemicals , Kanpur ,34
Bank of Maharashtra,3.2,399,Banking , Pune ,77
Manhattan Associates,3.4,399,IT Services & Consulting , Bengaluru ,5
Uplers,3.7,399,Internet , Ahmedabad ,13
Azentio,3.1,399,Software Product , Chennai ,16
MAYORA,3.9,398,FMCG , Hyderabad ,86
HYT Engineering Company Pvt Ltd,3.2,398,Industrial Machinery , Pune ,27
ClearTax,3.0,398,IT Services & Consulting , Bengaluru ,11
Gtpl Hathway,4.0,398,Broadcasting , Ahmedabad ,50
Bses Yamuna Power,3.7,398,Power , New Delhi ,6
SKH Y-TEC,3.8,398,Auto Components , Ahmedabad ,22
Etech Global Services,3.6,398,BPO , Gandhinagar ,11
PowerSchool India,3.4,398,Software Product , Bengaluru ,8
SKH Y-TEC,3.8,398,Auto Components , Ahmedabad ,22
Mahindra Last Mile Mobility,3.7,397,Automobile , Bengaluru ,30
Indian Overseas Bank,3.2,397,Banking , Chennai ,84
Enphase Energy,2.7,397,Power , Bengaluru ,11
NCSI Technologies Pvt Ltd,3.7,398,IT Services & Consulting , Pune ,5
Sunstone,3.7,397,Education & Training , Gurugram ,25
Karvy DigiKonnect,3.1,397,Financial Services , Hyderabad ,20
Ess Kay Fincorp,4.2,397,NBFC , Jaipur ,109
Acadecraft,3.5,397,EdTech , Noida ,10
Group Bayport,4.1,397,Printing & Publishing , Ahmedabad ,6
MRF Vapocure Paints,4.0,397,Chemicals , Chennai ,102
Jubilant Biosys,3.6,397,Biotechnology , Bengaluru ,15
Connectwise India,3.4,397,IT Services & Consulting , Pune ,9
Welspun Flooring,3.8,397,Building Material , Hyderabad ,26
National Fertilizers,4.4,396,Agro Chemicals , Bathinda ,36
Christian Medical College,4.1,396,Education & Training , Vellore ,30
Tirumala Milk Products,4.2,396,Food Processing , Chennai ,55
Flyjac Logistics,4.1,396,Logistics , Chennai ,55
Federal Mogul Goetze,4.0,395,Auto Components , Bengaluru ,32
Hanon Systems,4.0,396,Auto Components , Chennai ,20
Amri Hospital,4.0,395,Healthcare , Kolkata ,11
Balaji Wafers,4.4,396,FMCG , Indore ,66
Broadcom,3.3,395,Semiconductors , Bengaluru ,13
Federal Mogul Goetze,4.0,395,Auto Components , Bengaluru ,32
Scientific Publishing Services,3.7,394,Analytics & KPO , Chennai ,7
Supertech,3.9,394,Real Estate , Noida ,20
Hajee A P Bava Construction,3.8,394,Engineering & Construction , Hyderabad ,62
Icertis,3.2,394,Software Product , Pune ,12
TVS Mobility,4.0,393,Automobile , Chennai ,71
Aeries Technology,3.2,393,IT Services & Consulting , Bengaluru ,7
Kcc Buildcon,4.0,392,Engineering & Construction , Gurugram ,59
Hindustan Foods,3.5,392,FMCG , Hyderabad ,37
Cheil India,2.9,392,Marketing & Advertising , Gurugram ,22
UCAL Fuel Systems,3.9,392,Auto Components , Chennai ,19
Bajaj Auto Credit,3.9,392,NBFC , Pune ,170
eNoah iSolution,3.8,392,IT Services & Consulting , Chennai ,9
Mantra Properties,4.3,391,Real Estate , Pune ,1
Nyati Group,4.1,391,Real Estate , Pune ,17
Bharat Aluminium Company (BALCO),4.1,391,Metals & Mining , Korba ,16
The Phoenix Mills,3.8,391,Real Estate , Mumbai ,17
Workcell Solutions,3.6,391,Pharma , Mumbai ,17
Joyalukkas,3.7,391,Retail , Bengaluru ,70
Shree Baidyanath Ayurved Bhawan,3.9,390,Pharma , Kolkata ,44
Park Hospital,3.7,390,Healthcare , Gurugram ,22
Mindlance,3.7,390,Recruitment , Noida ,12
Dixit Infotech Services,3.6,390,IT Services & Consulting , Mumbai ,41
SPRINKLR,2.9,390,Software Product , Bengaluru ,8
JBS Enterprises,3.2,389,Electronics Manufacturing , Mumbai ,69
D.p. Jain & Co. Infrastructure Pvt .,3.1,389,Engineering & Construction , Nagpur ,42
Transact Global,4.7,389,BPO , Bengaluru ,2
Sarvodaya Hospital,3.8,389,Healthcare , Faridabad ,20
Indiafilings,3.9,390,Internet , Chennai ,11
Mintifi,3.5,390,Financial Services , Mumbai ,97
Triumphant Institute of Management Education,3.6,389,Education & Training , Hyderabad ,72
CEVA Logistics,3.7,389,Logistics , Chennai ,48
Arjas Steel,3.8,389,Iron & Steel , Anantapur ,22
Publicis,3.6,389,Marketing & Advertising , Gurugram ,16
Indian Metals & Ferro Alloys,3.7,389,Iron & Steel , Bhubaneswar ,25
GMR Hyderabad International Airport,4.0,389,Aviation , Hyderabad ,15
Glaze Trading India,4.3,388,Retail , New Delhi ,88
AccorHotels,4.3,388,Hospitality , New Delhi ,42
VIT University,4.0,388,Education & Training , Vellore ,15
Glaze Trading India,4.3,388,Retail , New Delhi ,88
Hexagon Capability Center,4.0,388,IT Services & Consulting , Hyderabad ,10
Mettler-Toledo,3.5,388,Electrical Equipment , Mumbai ,22
Air Liquide,3.7,388,Chemicals , New Delhi ,36
CMA CGM Global Business Services,4.0,388,Ports & Shipping , Chennai ,10
Burns & McDonnell,4.1,388,Engineering & Construction , Mumbai ,10
Vidal Health Tpa,3.4,387,Insurance , Bengaluru ,40
Adroit Synergies,3.3,388,BPO , Noida ,8
Netlink Software,3.2,387,IT Services & Consulting , Bhopal ,30
Moolchand Hospital,4.1,387,Healthcare , New Delhi ,10
Kennametal,3.5,386,Industrial Machinery , Bengaluru ,13
Bosch Rexroth India,3.9,386,Industrial Machinery , Ahmedabad ,19
Healthcare At Home,3.7,386,Healthcare , Mumbai ,34
XL Health,4.2,386,Healthcare , Bengaluru ,6
Jamna Auto Industries,3.9,386,Auto Components , Gwalior ,40
The Hans Foundation,4.2,386,Non-Profit , New Delhi ,84
Kuehne + Nagel,3.6,386,Logistics , Gurugram ,33
GSP Crop Science,4.0,386,Agro Chemicals , Vadodara ,46
CANTABIL RETAIL INDIA,4.0,385,Fashion & Textile , New Delhi ,105
Sleek International,3.5,385,Furniture & Furnishing , Mumbai ,84
Nuziveedu Seeds,3.8,385,Agriculture , Hyderabad ,65
Konecranes,3.8,385,Industrial Machinery , Pune ,13
Thyssenkrupp Industrial Solutions,4.2,385,Industrial Machinery , Mumbai ,28
Examity,3.3,385,EdTech , Hyderabad ,6
Wellness Forever Lifestyle Chemist,3.9,385,Retail , Mumbai ,46
Dynacons Systems & Solutions,3.8,384,IT Services & Consulting , Mumbai ,72
Merck Life Science,4.0,384,Pharma , Bengaluru ,14
Jeeves Consumer Services,3.5,385,Consumer Electronics & Appliances , Bengaluru ,61
Sangeetha Mobile,3.5,384,Retail , Bengaluru ,84
Sumitomo Chemical,4.0,384,Chemicals , Bhavnagar ,83
Nissan,3.5,384,Automobile , Chennai ,73
Alfanar,4.0,384,Electronics Manufacturing , Chennai ,35
Cooper Corporation,3.9,384,Auto Components , Satara ,13
Kaddacon Systems,4.6,383,IT Services & Consulting , Pune ,8
Parksons Packaging,4.1,383,Packaging , Mumbai ,26
Dorf Ketal Chemicals,4.0,382,Oil & Gas , Mumbai ,38
BCH Electric,4.0,383,Electrical Equipment , Faridabad ,38
Adani Infra,3.8,383,Engineering & Construction , Ahmedabad ,49
Auro Realty Private Limited,4.4,383,Real Estate , Hyderabad ,26
Agilent Technologies,4.0,382,Pharma , Gurugram ,20
Evoke Technologies,3.7,382,IT Services & Consulting , Hyderabad ,4
Bharat Rasayan,4.0,382,Agro Chemicals , Bharuch ,19
Rosmerta Technologies,3.4,382,Automobile , Gurugram ,55
S. M. Auto Engineering,3.4,382,Auto Components , Pune ,7
Xdbs,2.7,382,Marketing & Advertising , Pune ,4
Karamtara Engineering Limited,3.6,382,Engineering & Construction , Mumbai ,16
VTP Realty,3.6,382,Real Estate , Pune ,3
Grey Orange,3.1,382,Software Product , Gurugram ,10
Repco Home Finance,3.5,382,NBFC , Chennai ,90
AgreeYa Solutions,3.2,382,IT Services & Consulting , Noida ,10
Grand Hyatt,4.2,382,Hospitality , Mumbai ,29
Vectus Industries,4.1,382,Petrochemicals , Noida ,61
SRM University,3.6,381,Education & Training , Chennai ,27
Alfa Laval,3.9,381,Industrial Machinery , Pune ,18
Diverse Lynx,3.5,381,IT Services & Consulting , Noida ,19
Dimension Data,4.5,381,IT Services & Consulting , Bengaluru ,54
Srei Equipment Finance,4.2,381,Financial Services , Kolkata ,79
Huron,3.7,381,Management Consulting , Bengaluru ,13
Alfa Laval,3.9,381,Industrial Machinery , Pune ,18
Teamspace Financial Services,3.8,381,Recruitment , Mumbai ,121
Runwal Group,3.9,381,Real Estate , Mumbai ,9
Coronis Health,3.4,381,Analytics & KPO , Sahibzada Ajit Singh Nagar ,10
Thermax Babcock Wilcox Energy Solutions,4.1,380,Industrial Machinery , Pune ,39
Foundit,3.3,380,Hyderabad +15 other locations,nan,15
US Tech Solutions,3.6,380,Recruitment , Noida ,14
S2 Infotech,3.5,380,Recruitment , Mumbai ,70
Call 2 Connect,2.6,380,BPO , Mumbai ,20
Neuberg Diagnostics,3.4,380,Healthcare , Chennai ,53
LeadSquared,2.7,380,Software Product , Bengaluru ,14
Europa Locks,3.6,380,Building Material , Pune ,43
Duroshox,4.1,380,Auto Components , Pune ,3
Ryan,4.0,379,Accounting & Auditing , Hyderabad ,5
Kirloskar Toyota Textile Machinery,4.6,379,Industrial Machinery , Bengaluru ,11
Acme Generics LLP,3.4,379,Pharma , Baddi ,24
PropTiger.com,3.8,379,Internet , Bengaluru ,15
Indraprastha Gas,3.8,379,Oil & Gas , New Delhi ,27
SMS India Private Limited,4.1,379,Engineering & Construction , Gurugram ,22
Hurix Digital,3.3,379,IT Services & Consulting , Chennai ,6
Muthoot Housing Finance Company,4.2,379,NBFC , Mumbai ,110
Jade Global,3.4,378,IT Services & Consulting , Pune ,8
Kores,3.7,378,FMCG , Mumbai ,40
Intelliswift - An LTTS Company,3.3,377,IT Services & Consulting , Bengaluru ,8
Watertec India,3.8,376,Building Material , Coimbatore ,74
Berkadia,3.8,377,Real Estate , Hyderabad ,6
Elentec Power India (EPI) Pvt. Ltd.,3.9,377,IT Services & Consulting , Noida ,20
Euler Motors,3.7,378,Automobile , New Delhi ,30
Expedia Group,3.7,377,Internet , Gurugram ,14
Eisai Pharmaceuticals,4.0,377,Healthcare , Visakhapatnam ,26
AQuity Solutions India,3.7,377,IT Services & Consulting , Hyderabad ,20
Hike Education Private Limited,4.2,376,EdTech , Gurugram ,6
Polybond India,3.8,376,Auto Components , Pune ,14
Mobileum,3.2,376,Software Product , Bengaluru ,10
Heavy Engineering Industries & Shipbuilding,3.9,376,Engineering & Construction , Kuwait City ,29
CapeStart,4.5,376,IT Services & Consulting , Nagercoil ,4
Richa Global Export,4.0,375,Fashion & Textile , Gurugram ,11
TrueBlue,3.6,375,Recruitment , Gurugram ,6
Karvy Innotech,2.9,375,IT Services & Consulting , New Delhi ,43
Intercontinental Consultants & Technocrats,4.1,375,Engineering & Construction , New Delhi ,60
Intercontinental Consultants & Technocrats,4.1,375,Engineering & Construction , New Delhi ,60
Helloverify,2.9,375,Law Enforcement & Security , Noida ,9
Everest Spices,3.8,375,FMCG , Mumbai ,73
Methodex,3.7,375,Law Enforcement & Security , New Delhi ,47
Labournet Services,3.9,375,Non-Profit , Bengaluru ,59
TrueBlue,3.6,375,Recruitment , Gurugram ,6
Richa Global Export,4.0,375,Fashion & Textile , Gurugram ,11
Moser Baer,3.9,374,Consumer Electronics & Appliances , Noida ,12
Paragon Footwear,3.9,374,Fashion & Textile , Bengaluru ,62
OodlesTechnologies,3.2,374,IT Services & Consulting , Gurugram ,11
G. D. Foods MFG (TOPS),3.8,374,Food Processing , New Delhi ,52
ANTOLIN,3.7,374,Auto Components , Pune ,19
Agarwal Packers and Movers Limited,3.4,374,Logistics , New Delhi ,46
Nobel Hygiene,3.7,374,Healthcare , Mumbai ,85
MCM Telecom Equipment,3.8,373,Electronics Manufacturing , Noida ,6
JUSTO Realfintech,4.5,373,Real Estate , Pune ,11
The Hershey Company,4.0,373,Food Processing , Mumbai ,63
Descon Engineering,4.0,373,Engineering & Construction , Mumbai ,28
Krishna Group,4.0,373,Auto Components , Gurugram ,32
Sandvik Mining and Rock Technology,4.1,373,Industrial Machinery , Udaipur ,31
Sandvik Mining and Rock Technology,4.1,373,Industrial Machinery , Udaipur ,31
Enterprise Growth Accelerator,3.5,372,Analytics & KPO , Faridabad ,9
Arcesium,3.3,373,IT Services & Consulting , Hyderabad ,8
Sharda University,3.7,372,Education & Training , Greater Noida ,12
IPE Global,3.8,372,Management Consulting , New Delhi ,94
Gps Renewables,4.1,372,Oil & Gas , Bengaluru ,40
Milkbasket,3.8,372,Internet , Gurugram ,23
Marelli Motherson Automotive Lighting,3.6,372,Auto Components , Pune ,15
Andromeda Sales ans Distribution PVT LTD,3.2,371,Internet , Mumbai ,69
Aquasub Engineering,3.8,371,Industrial Machinery , Coimbatore ,18
Rail Vikas Nigam,3.5,373,FMCG , New Delhi ,77
Mahendra’s Institute,3.1,371,Education & Training , Lucknow ,94
Satyam Venture Engineering Services,3.3,371,Auto Components , Hyderabad ,12
Toshiba JSW Power Systems,4.2,370,Industrial Machinery , Chennai ,14
Ambuja Neotia,3.8,370,Real Estate , Kolkata ,15
Siemens Healthcare,4.0,370,Healthcare , Bengaluru ,26
Sedemac Mechatronics,3.9,370,Emerging Technologies , Pune ,7
Medline Industries India Private Limited,3.8,370,Medical Equipment , Pune ,8
Epsilon Carbon,3.8,370,Chemicals , Ballari ,19
Zara,3.4,370,Fashion & Textile , New Delhi ,22
NTT Global Data Centers and Cloud Infrastructure,3.9,370,IT Services & Consulting , Mumbai ,17
Slice,3.1,370,Banking , Bengaluru ,39
Smartworks,3.3,370,Real Estate , Bengaluru ,18
Maxxis Rubber,3.5,370,Auto Components , Ahmedabad ,18
Técnicas Reunidas,3.9,370,Engineering & Construction , Bengaluru ,21
Hathi Cement,4.0,369,Building Material , Porbandar ,41
Trident Hotels,4.0,369,Hospitality , Mumbai ,18
SYSTRA,4.0,369,Engineering & Construction , New Delhi ,40
Associated Road Carriers,4.1,369,Logistics , Hyderabad ,71
Pharmarack Technologies,3.5,369,Pharma , Pune ,70
Synokem Pharmaceuticals,3.9,369,Pharma , Haridwar ,18
MSCI,3.7,369,Financial Services , Mumbai ,11
HBL Global,4.3,369,NBFC , New Delhi ,76
Johnson Controls Hitachi Air Conditioning,3.7,369,Consumer Electronics & Appliances , Ahmedabad ,37
Department of Agriculture,4.3,369,Agriculture , Bengaluru ,142
Teachnook,2.8,369,EdTech , Bengaluru ,19
Royal Orchid Hotels,4.0,368,Hospitality , Bengaluru ,51
Hyundai Engineering and Construction,4.3,368,Engineering & Construction , Chennai ,31
Veeda Clinical Research,3.4,368,Clinical Research , Ahmedabad ,7
Imarque Solutions,3.1,369,BPO , Chennai ,16
Royal Orchid Hotels,4.0,368,Hospitality , Bengaluru ,51
SRMB SRIJAN,3.6,368,Iron & Steel , Kolkata ,48
Bss Microfinance,3.7,368,Financial Services , Bengaluru ,134
Cashpor Micro Credit,3.6,368,NBFC , Varanasi ,62
Hilex,3.8,367,Automobile , Chennai ,16
TCG Lifesciences,4.1,367,Pharma , Kolkata ,8
EXEDY,3.8,367,Auto Components , Bengaluru ,19
Rubicon Research,3.5,367,Pharma , Mumbai ,13
Wildcraft,3.7,367,Fashion & Textile , Bengaluru ,49
Caparo Maruti,4.2,367,Auto Components , Gurugram ,20
Tata Toyo Radiator,3.7,367,Auto Components , Pune ,11
Lauritz Knudsen Electrical & Automation,4.2,366,Electronics Manufacturing , Mumbai ,71
Concord Biotech,3.7,366,Pharma , Ahmedabad ,23
Bliss Gvs Pharma,4.0,366,Pharma , Mumbai ,14
Servion Global Solutions,3.2,366,IT Services & Consulting , Chennai ,14
RedBus,4.1,366,Internet , Bengaluru ,21
Jawahar Navodaya Vidyalaya,4.4,366,Education & Training , New Delhi ,150
Sunflag Iron and Steel,3.7,366,Iron & Steel , Bhandara ,17
Priya Cement,4.1,366,Building Material , Kurnool ,54
Yellow Diamond,4.0,366,FMCG , Indore ,89
K L University,3.8,365,Education & Training , Vijayawada ,19
ITSource Technologies,2.8,365,IT Services & Consulting , Mumbai ,28
Birla Cement,4.1,365,Building Material , Satna ,73
Suzuki,3.8,365,Automobile , Ahmedabad ,60
Civica India,3.1,365,IT Services & Consulting , Vadodara ,12
Centre For Sight,3.9,365,Healthcare , New Delhi ,36
Sri Aurobindo Society,4.1,365,Non-Profit , New Delhi ,23
People Group,3.4,364,Internet , Mumbai ,30
Watchyourhealth.com,4.6,364,Emerging Technologies , Thane ,3
Berar Finance,3.5,364,NBFC , Nagpur ,97
T&M Services consulting,3.7,364,Recruitment , Mumbai ,93
Udaan India - The Original Visa Company,4.3,364,Bengaluru +78 other locations,nan,78
Tega Industries,3.7,363,Industrial Machinery , Kolkata ,20
Rahee Group,4.0,363,Railways , Kolkata ,49
Capital Small Finance Bank,3.7,363,Banking , Jalandhar ,69
Subway,4.2,363,Hospitality , New Delhi ,68
Lido Learning,2.1,363,EdTech , Mumbai ,18
Evolent Health International,3.9,363,Software Product , Pune ,5
Amoli Organics,3.7,363,Pharma , Vadodara ,15
Offshoot Agency,3.4,363,IT Services & Consulting , New Delhi ,22
Indifi Technologies,3.6,363,FinTech , Gurugram ,14
Offshoot Agency,3.4,363,IT Services & Consulting , New Delhi ,22
Cedcoss Technologies,3.0,363,IT Services & Consulting , Lucknow ,3
Hollister Medical,4.0,363,Medical Equipment , Rewari ,12
Planetcast,3.7,363,Media & Entertainment , Noida ,14
Bellsonica Auto Component,4.0,363,Auto Components , Gurugram ,14
AIMLAY,4.7,362,EdTech , New Delhi ,3
Tata Digital,2.4,362,IT Services & Consulting , Mumbai ,10
SiliconIndia,2.7,362,Printing & Publishing , Bengaluru ,9
Data-Core Systems,2.9,362,IT Services & Consulting , Kolkata ,7
Sj Contracts,4.2,362,Engineering & Construction , Pune ,9
Vedant Fashions,4.2,361,Fashion & Textile , Kolkata ,49
GE Aerospace,4.1,361,Defence & Aerospace , Pune ,10
Time Technoplast,3.8,361,Petrochemicals , Mumbai ,35
Toshiba Transmission & Distribution Systems,4.0,361,Electrical Equipment , Hyderabad ,23
Kokuyo Camlin,3.8,361,FMCG , Mumbai ,66
Endava,3.5,361,IT Services & Consulting , Bengaluru ,13
RSM US in India,3.4,361,Management Consulting , Bengaluru ,15
Transguard Group,3.8,361,Law Enforcement & Security , Dubai ,26
Pranav Vikas India Private Limited,3.8,361,Automobile , Faridabad ,16
Apcer Life Sciences,3.5,361,Pharma , Ahmedabad ,9
Captain Steel India Limited,3.8,361,Iron & Steel , Kolkata ,75
Wagh Bakri Tea Group,4.3,360,Beverage , Ahmedabad ,57
Zoomcar,3.7,360,Internet , Bengaluru ,29
Treebo Hotels,3.2,360,Internet , Bengaluru ,39
Ample Technologies,3.7,360,IT Services & Consulting , Bengaluru ,29
Avineon India,4.0,360,IT Services & Consulting , Hyderabad ,9
SATTVA,4.2,360,Real Estate , Bengaluru ,15
GGS Information Services,3.8,360,IT Services & Consulting , Chennai ,10
Ryan International School,3.1,359,Education & Training , Mumbai ,45
