PagarBook,3.6,203,Software Product , Bengaluru ,23
Agrim,3.3,202,Agriculture , Gurugram ,14
Agrim,3.3,202,Agriculture , Gurugram ,14
Itvedant Education,3.9,202,Education & Training , Mumbai ,10
Tresor Systems,3.7,202,Retail , New Delhi ,26
Pacific Development Corporation Limited (Pacific Group),3.5,202,Real Estate , New Delhi ,19
Ramoji Film City,4.1,201,Media & Entertainment , Hyderabad ,11
Wings Biotech,3.0,201,Pharma , New Delhi ,33
eligarf Technologies,4.0,201,Emerging Technologies , Pune ,2
GEETANJALI HOMESTATE,3.7,201,Real Estate , Gurugram ,5
Skandhanshi Infra Projects,4.4,201,Real Estate , Kurnool ,9
Josh Talks,4.2,201,Broadcasting , Gurugram ,13
Prozo,3.3,201,Internet , Gurugram ,28
Sapphire Software Solutions (India),4.3,201,IT Services & Consulting , Ahmedabad ,5
Zen Technologies,3.9,201,Defence & Aerospace , Hyderabad ,9
Gleeds Consulting (India) Pvt. Ltd,4.2,201,Real Estate , Bengaluru ,20
Alghanim International,4.1,201,Engineering & Construction , Kuwait City ,12
Masu Brakes,3.4,201,Auto Components , Bahadurgarh ,9
Paychex IT Solutions India,3.3,201,Software Product , Bengaluru ,3
SMC Power Generation,3.7,202,Iron & Steel , Jharsuguda ,12
Rama University,3.3,201,Education & Training , Kanpur ,12
Laxmi India Finleasecap,3.8,201,Financial Services , Jaipur ,61
KC Overseas Education,3.5,201,EdTech , Nagpur ,28
DigiCall Teleservices,4.0,200,Telecom , Noida ,13
B2x Service Solutions,3.9,200,BPO , Mumbai ,32
ICA Pidilite,4.1,200,Furniture & Furnishing , Mumbai ,41
TransPerfect,3.0,200,Hardware & Networking , Pune ,7
Rajapushpa Properties,3.8,200,Real Estate , Hyderabad ,5
Sendan International Co,2.1,200,Engineering & Construction , Al Jubail ,20
Igarashi Motors,3.8,199,Auto Components , Chennai ,8
SSEM,3.3,200,Industrial Machinery , Riyadh ,18
Enmas O & M Services,4.2,200,Oil & Gas , Chennai ,32
Symphoni HR,4.0,200,Recruitment , Mumbai ,1
Bharat Broadband Network,3.7,200,Telecom , New Delhi ,70
Elin Electronics,3.9,200,Ghaziabad +10 other locations,nan,10
ECOS (I) MOBILITY & HOSPITALITY,4.0,200,Sports & Recreation , New Delhi ,12
UST BlueConch Technologies,3.6,200,Software Product , Pune ,6
Besant Technologies,3.7,200,Education & Training , Chennai ,11
Prologic Web Solutions,4.0,200,IT Services & Consulting , Noida ,20
JSW Severfield Structures,3.8,200,Engineering & Construction , Ballari ,10
TP Northern Odisha Distribution,3.6,200,Power , Balasore ,22
Tata Asset Management Private Limited,3.8,200,Financial Services , Mumbai ,55
Prologic Web Solutions,4.0,200,IT Services & Consulting , Noida ,20
Elin Electronics,3.9,200,Ghaziabad +10 other locations,nan,10
TransPerfect,3.0,200,Hardware & Networking , Pune ,7
Rajapushpa Properties,3.8,200,Real Estate , Hyderabad ,5
ECOS (I) MOBILITY & HOSPITALITY,4.0,200,Sports & Recreation , New Delhi ,12
Corrival Corporate Services,4.2,200,Recruitment , Hyderabad ,43
Mfine,3.6,200,Internet , Bengaluru ,15
Brnd.Me,3.7,200,Internet , Bengaluru ,13
MAKEEN Energy,3.8,200,Oil & Gas , Hyderabad ,31
Fisdom,3.3,200,Financial Services , Bengaluru ,32
Entertainment Network India,3.5,200,Media & Entertainment , Mumbai ,42
Amphenol Fci,3.8,200,Electrical Equipment , Bengaluru ,9
Kama Ayurveda,3.9,200,Beauty & Personal Care , New Delhi ,30
Horiba India,3.6,200,Industrial Machinery , New Delhi ,19
Shirdi Sai Electricals,3.6,200,Power , Y.S.R. Kadapa ,26
Dhampur Sugar Mills,4.0,200,Agro Chemicals , New Delhi ,15
Embio,3.9,199,Pharma , Mahad ,10
Taikisha Engineering India,3.9,199,Industrial Machinery , Pune ,13
Avis,3.6,199,Internet , Gurugram ,19
India Post Payments Bank,4.3,199,Government , New Delhi ,90
Raksha TPA,4.1,199,Insurance , Faridabad ,22
IDBI Capital,3.7,199,Financial Services , Mumbai ,40
TRIGO Group,2.7,199,Auto Components , Chennai ,26
Sigma Freudenberg NOK,4.1,199,Auto Components , Chennai ,18
WinWire,3.2,199,IT Services & Consulting , Hyderabad ,4
NMDC Steels,3.9,199,Iron & Steel , Jagdalpur ,17
DGS Technical Services,3.1,199,Design , Bengaluru ,11
Praxair,4.1,199,Chemicals , Bengaluru ,28
Philip Morris International,4.2,199,FMCG , New Delhi ,45
Daffodil Software,3.2,199,IT Services & Consulting , Gurugram ,6
UFO Moviez,2.9,199,Media & Entertainment , Mumbai ,31
Kirloskar Technologies,4.1,199,Medical Equipment , Jaipur ,35
Six Sigma Soft Solutions,3.5,199,IT Services & Consulting , Chennai ,23
Aress Software and Education Technologies,2.6,199,IT Services & Consulting , Nashik ,4
Primary Health Centre,4.3,199,Healthcare , Bengaluru ,87
Embassy Services,3.9,199,Facility Management Services , Bengaluru ,16
IIMT Group of Colleges,4.2,199,Education & Training , Greater Noida ,15
SkilloVilla,4.1,200,Education & Training , Bengaluru ,3
Bhutani Group,4.3,199,Real Estate , Noida ,14
Dalmia-OCL,3.9,198,Building Material , Rourkela ,30
ReGen Powertech,3.7,198,Power , Chennai ,21
TechStar Group,4.2,198,IT Services & Consulting , Hyderabad ,9
Adhaan Solutions,3.8,198,Recruitment , Ahmedabad ,64
Wingreens Farms,4.0,198,Power , Gurugram ,21
Globus Spirits,3.9,198,Beverage , New Delhi ,27
Three D Integrated Solutions Ltd,3.2,198,Aviation , Gurugram ,28
Energy Efficiency Services,3.8,198,Power , New Delhi ,35
Logicon Facility Management,3.3,198,Facility Management Services , Pune ,14
Army Medical Corps,4.8,199,Healthcare , New Delhi ,33
Arihant Superstructures,3.6,199,Real Estate , Mumbai ,6
Dollar Industries,3.5,198,Fashion & Textile , Kolkata ,33
MBL Infrastructure Limited,3.9,198,Engineering & Construction , New Delhi ,22
Puthur Infotech,3.6,198,IT Services & Consulting , Bengaluru ,50
Thejo Engineering,4.0,198,Engineering & Construction , Chennai ,34
FedServ,3.6,198,Banking , Visakhapatnam ,26
Ami Polymer,3.7,198,Medical Equipment , Dadra & Nagar Haveli ,14
Nyx-medical Solutions,3.2,198,Analytics & KPO , Bengaluru ,8
InSync Analytics,2.5,198,Analytics & KPO , Mumbai ,5
Eurofins Scientific,3.2,198,"Testing, Inspection and Certification (TIC) ", Bengaluru ,20
Bajaj Markets,3.0,198,FinTech , Pune ,18
Wingreens Farms,4.0,198,Power , Gurugram ,21
ReGen Powertech,3.7,198,Power , Chennai ,21
TechStar Group,4.2,198,IT Services & Consulting , Hyderabad ,9
CIMS Hospital,4.2,198,Healthcare , Ahmedabad ,19
Sleepwell,4.2,198,Furniture & Furnishing , New Delhi ,72
dsm-firmenich,4.1,198,Biotechnology , Mumbai ,17
Kalyan Toll Infrastructure,4.2,199,Engineering & Construction , Indore ,36
Astec LifeSciences,3.7,198,Agro Chemicals , Mahad ,10
Volksoft Technologies,4.2,198,Software Product , Hyderabad ,2
Futurism Technologies,3.7,198,IT Services & Consulting , Pune ,3
Venus Home Appliances,4.1,198,Consumer Electronics & Appliances , Chennai ,33
Valethi Technologies,3.1,198,Analytics & KPO , Nagpur ,6
Hy Gro Chemicals Pharmtek,3.9,197,Pharma , Hyderabad ,8
Sanmar Group,3.6,197,Chemicals , Chennai ,19
Black & Veatch,4.1,197,Engineering & Construction , Mumbai ,13
VIS Networks,3.9,197,Telecom , Bengaluru ,19
Simplify Healthcare,2.7,197,Software Product , Pune ,3
Blowhorn,3.2,197,Logistics , Bengaluru ,17
GKC Projects,4.4,197,Engineering & Construction , Hyderabad ,26
Dayal Fertilizers,3.8,197,Agro Chemicals , Meerut ,49
Doubletree By Hilton,4.0,197,Hospitality , New Delhi ,21
Hospet Steels,3.6,197,Iron & Steel , Hosapete ,9
Manika Plastech Private Limited,4.0,197,Building Material , Dehradun ,16
Prasol Chemicals,3.4,197,Chemicals , Mumbai ,10
Bharat Institutions,3.3,197,Education & Training , Hyderabad ,7
S.R.Batliboi & Co.,3.0,197,Accounting & Auditing , New Delhi ,15
Samkwang India Electronic,3.2,197,Electronics Manufacturing , Greater Noida ,9
Revolt Motors,3.3,197,Internet , Gurugram ,23
Techmagnate,4.3,197,Marketing & Advertising , New Delhi ,5
VIS Networks,3.9,197,Telecom , Bengaluru ,19
Simplify Healthcare,2.7,197,Software Product , Pune ,3
Black & Veatch,4.1,197,Engineering & Construction , Mumbai ,13
Sanmar Group,3.6,197,Chemicals , Chennai ,19
Paytm Money,3.1,197,FinTech , Bengaluru ,23
Beckman Coulter,3.4,197,Medical Equipment , Bengaluru ,18
Extentia Information Technology,3.4,197,IT Services & Consulting , Pune ,3
Vrinsoft Technology,4.6,197,IT Services & Consulting , Ahmedabad ,2
Target Publications,4.0,197,Printing & Publishing , Mumbai ,10
Exel Rubber,4.0,197,Petrochemicals , Hyderabad ,9
Mashreq Bank,3.1,197,Banking , Bengaluru ,11
Extentia Information Technology,3.4,197,IT Services & Consulting , Pune ,3
Mashreq Bank,3.1,197,Banking , Bengaluru ,11
MKU,3.3,197,Defence & Aerospace , Kanpur ,10
Schreiber Dynamix Dairies,4.0,197,Electronics Manufacturing , Pune ,15
RJ Corp,4.2,196,Retail , Gurugram ,38
Food Corporation of India,4.1,196,Government , New Delhi ,68
Hyundai Engineering,3.9,196,Engineering & Construction , Chennai ,24
Springbord Systems,4.1,196,IT Services & Consulting , Chennai ,11
Nutanix,3.5,196,Software Product , Bengaluru ,6
Canvera,3.7,196,Printing & Publishing , Bengaluru ,28
Timex Group India,3.9,197,Metals & Mining , Noida ,30
Marengo Asia Hospitals,4.0,196,Healthcare , Gurugram ,6
Beyond Key,4.3,196,IT Services & Consulting , Indore ,5
Service Master Clean,3.8,196,Facility Management Services , New Delhi ,47
Ruby General Hospital,3.2,196,Healthcare , Kolkata ,6
Jubilant Motorworks,4.0,196,Automobile , Bengaluru ,18
Exeltis,4.0,196,Pharma , Mumbai ,36
Oasis Infobyte,4.1,197,IT Services & Consulting , Pune ,27
Mangalam Landmarks,4.8,196,Real Estate , Pune ,2
Rudrabhishek Enterprises,3.2,196,Urban Transport , Noida ,35
DTC Projects,3.8,196,Real Estate , Kolkata ,8
Infojini,3.0,196,IT Services & Consulting , Mumbai ,11
E Pack Polymers,3.8,196,Packaging , Greater Noida ,18
The Cosmos Co-operative Bank,3.5,196,Banking , Pune ,25
Food Corporation of India,4.1,196,Government , New Delhi ,68
University Living Accommodation,3.9,196,Internet , Noida ,6
Timex Group India,3.9,197,Metals & Mining , Noida ,30
Marengo Asia Hospitals,4.0,196,Healthcare , Gurugram ,6
Canvera,3.7,196,Printing & Publishing , Bengaluru ,28
Springbord Systems,4.1,196,IT Services & Consulting , Chennai ,11
Hyundai Engineering,3.9,196,Engineering & Construction , Chennai ,24
Nutanix,3.5,196,Software Product , Bengaluru ,6
Dishnet Wireless,4.3,196,Telecom , Kolkata ,43
IILM,4.1,196,Education & Training , New Delhi ,9
Destek Infosolutions,4.1,196,IT Services & Consulting , Pune ,3
Vegrow,3.9,196,Internet , Bengaluru ,27
Tm Automotive Seating Systems,3.5,196,Auto Components , Pune ,14
CENTRUM HOUSING FINANCE,4.0,196,Financial Services , Mumbai ,69
Republic TV,3.3,196,Media & Entertainment , Noida ,9
Google Maps,4.8,196,Internet , Hyderabad ,26
Orbit Techsol,3.6,196,IT Services & Consulting , New Delhi ,21
InfoService,4.1,195,IT Services & Consulting , Bengaluru ,26
DE Shaw,3.6,195,Financial Services , Hyderabad ,6
Colruyt Group,3.8,193,IT Services & Consulting , Hyderabad ,4
Roots Multiclean,3.9,195,Industrial Machinery , Coimbatore ,27
NullClass,3.6,195,Bengaluru +24 other locations,nan,24
Frontizo Business Services,3.5,195,BPO , Chandigarh ,12
IIHT,3.6,195,Education & Training , Bengaluru ,29
OnMobile Global,3.4,195,Telecom , Bengaluru ,14
In2IT Technologies,3.1,195,IT Services & Consulting , Noida ,15
Kohler Power,4.0,195,Power , Pune ,13
Ganesh Grains,3.3,195,FMCG , Kolkata ,22
SCON Projects,4.5,195,Engineering & Construction , Pune ,19
Zen3 Info Solutions,3.9,195,IT Services & Consulting , Hyderabad ,3
Linux Laboratories,3.8,195,Pharma , Chennai ,34
Modern Business Solutions,3.7,195,Recruitment , Bengaluru ,78
NSL Textiles,4.0,195,Fashion & Textile , Guntur ,14
Indel Money,3.9,195,NBFC , Kochi ,71
Autoline Industries,3.4,195,Auto Components , Pune ,20
DAIMLER TRUCKS ASIA,3.8,195,Chennai +17 other locations,nan,17
alliantgroup,2.2,195,Management Consulting , Hyderabad ,3
Margadarsi Chit Fund,3.7,195,Financial Services , Hyderabad ,32
DAIMLER TRUCKS ASIA,3.8,195,Chennai +17 other locations,nan,17
NullClass,3.6,195,Bengaluru +24 other locations,nan,24
Colruyt Group,3.8,193,IT Services & Consulting , Hyderabad ,4
DE Shaw,3.6,195,Financial Services , Hyderabad ,6
Luthra Group Company,4.2,195,Waste Management , Surat ,18
Getix Health,3.8,195,Analytics & KPO , Bengaluru ,6
Gulf Spic General Trading & Contracting Company,3.5,195,Engineering & Construction , Chennai ,13
Odisha Power Generation Corporation,3.8,195,Oil & Gas , Jharsuguda ,11
VDart,4.0,195,IT Services & Consulting , Tiruchirappalli ,6
Motorola Solutions,3.9,195,Telecom , Bengaluru ,25
Mukand Sumi Special Steel,3.7,194,Iron & Steel , Hosapete ,9
DNEG CREATIVE SERVICES,3.0,195,Animation & VFX , Mumbai ,15
DevTown,3.7,194,Education & Training , Bengaluru ,12
IG Petrochemicals,3.5,194,Chemicals , Mumbai ,11
JNET Technologies,3.7,194,IT Services & Consulting , Hyderabad ,25
Go Speedy Go,4.5,194,Automobile , Bhubaneswar ,12
Indobevs,3.9,194,Beverage , New Delhi ,24
Accord Synergy,3.1,194,Hardware & Networking , Vadodara ,27
CodSoft,3.8,194,New Delhi +34 other locations,nan,34
Cholayil Private Limited,4.0,194,FMCG , Chennai ,32
Anu Industries,3.4,194,Packaging , Gurugram ,14
Green Park Hotels,4.2,194,Hospitality , Hyderabad ,14
IntelliSmart Infrastructure,3.6,194,Power , Gurugram ,32
Biophore India Pharmaceuticals,3.2,194,Pharma , Hyderabad ,4
SACHA Engineering,3.4,194,IT Services & Consulting , Chennai ,9
Ushodaya Enterprises,4.1,194,FMCG , Hyderabad ,28
Flender,3.7,194,Industrial Machinery , Chennai ,5
Solugenix India Private Limited,3.1,195,IT Services & Consulting , Hyderabad ,3
SEW Eurodrive india,4.2,194,Auto Components , Vadodara ,24
Jagran New Media,3.3,194,Internet , Noida ,8
Kifs Housing Finance,3.6,194,Financial Services , Mumbai ,69
World Health Organization,4.0,194,Government , New Delhi ,87
Marolix Technology Solutions,2.9,194,IT Services & Consulting , Hyderabad ,3
DST Worldwide Services,4.2,194,Hyderabad +6 other locations,nan,6
Nipro India Corporation,3.2,194,Healthcare , Pune ,17
One Point Solutions,3.2,194,Bengaluru +14 other locations,nan,14
Bhansali Engineering Polymers,3.3,194,Petrochemicals , Abu Road ,13
Vinsum Axpress,3.3,194,Logistics , Gurugram ,22
ICE Data Services,3.3,194,Financial Services , Hyderabad ,5
Bharat Oman Refineries,3.9,193,Oil & Gas , Bina ,14
Pratibha Industries,4.4,193,Engineering & Construction , New Delhi ,21
Godrej Appliances,3.7,194,Consumer Electronics & Appliances , Pune ,46
Al-Futtaim Group,3.9,193,Retail , Dubai ,18
Jasmin Infotech,3.9,193,Software Product , Chennai ,2
SmartWorld Developers,4.2,193,Real Estate , Gurugram ,3
Clarion Technologies,3.8,193,IT Services & Consulting , Pune ,8
Webasto Roofsystems India,3.9,193,Automobile , Pune ,9
Axalta Coating Systems,4.0,193,Chemicals , Vadodara ,25
China State Construction Engineering Corporation,3.9,194,Engineering & Construction , New Delhi ,29
OEN India,4.1,193,Auto Components , Pune ,12
AXIS Solutions,3.4,193,Industrial Automation , Hyderabad ,17
Brainware University,3.1,193,Education & Training , Kolkata ,2
Marathon Electric India,3.5,194,Electrical Equipment , Faridabad ,12
Vensure Employer Services,3.8,193,Recruitment , Noida ,4
Air India Express,3.3,193,Aviation , New Delhi ,26
Nippon Data Systems,3.4,193,IT Services & Consulting , New Delhi ,26
Rexel,3.6,192,Industrial Automation , Pune ,25
Manitou Equipment India,4.3,193,Industrial Machinery , Greater Noida ,11
Webasto Roofsystems India,3.9,193,Automobile , Pune ,9
SmartWorld Developers,4.2,193,Real Estate , Gurugram ,3
Jasmin Infotech,3.9,193,Software Product , Chennai ,2
RLabs Enterprise Services,3.0,193,Recruitment , Bengaluru ,12
Repro India,3.4,193,FMCG , Mumbai ,15
Stats Perform,3.4,193,Sports & Recreation , Chennai ,4
Bullmen Realty,3.0,193,Real Estate , Noida ,13
Exponentia.ai,3.6,193,Emerging Technologies , Mumbai ,7
Abellon Clean Energy,3.0,193,Other , Ahmedabad ,21
AccSource KPO,3.2,193,Accounting & Auditing , Chennai ,4
Medecins Sans Frontieres,4.2,193,Non-Profit , Mumbai ,38
Abu Dhabi National Hotels,4.0,193,Hospitality , Abu Dhabi ,9
Arvind Techno Engineers,4.0,192,Engineering & Construction , New Delhi ,32
DS-MAX Properties,3.6,192,Real Estate , Bengaluru ,8
Zydus Pharma,3.7,192,Pharma , Ahmedabad ,40
Jabsons Foods,4.0,192,Food Processing , Bharuch ,33
Sun Direct TV,3.9,192,Telecom , Chennai ,50
SCIO Management Solutions,4.3,192,BPO , Chennai ,5
Mitsubishi Power India,4.4,192,Industrial Machinery , Bengaluru ,16
Merkle Sokrati,3.7,192,Marketing & Advertising , Pune ,3
Nuance Transcription Services,4.1,192,IT Services & Consulting , Bengaluru ,10
Knoldus Inc,3.8,192,IT Services & Consulting , Noida ,3
Cadsys,3.5,192,IT Services & Consulting , Hyderabad ,4
KayBee Bio Organics,3.8,192,Agro Chemicals , Pune ,15
Amelia,3.4,192,IT Services & Consulting , Bengaluru ,5
Shipco It,3.6,192,IT Services & Consulting , Pune ,4
Cosmos Impex,4.2,192,Industrial Machinery , Vadodara ,20
Gennova Biopharmaceuticals,4.3,192,Pharma , Pune ,9
Maharaja Agrasen Hospital,3.8,192,Healthcare , New Delhi ,13
Sula Vineyards,4.1,192,Food Processing , Nashik ,16
Apps Associates,3.8,192,IT Services & Consulting , Hyderabad ,6
The Chennai Silks,3.5,192,Fashion & Textile , Coimbatore ,21
Adcock Ingram,3.9,192,Pharma , Bengaluru ,12
EDR Continuous Information,2.9,192,IT Services & Consulting , Chennai ,2
CETPA InfoTech,3.5,192,IT Services & Consulting , Noida ,10
Ester Industries,3.9,192,Petrochemicals , Khatima ,12
Japfa Comfeed India Private Limited,3.7,192,Agriculture , Pune ,22
A3logics,3.6,192,IT Services & Consulting , Jaipur ,5
AB Mauri India,3.9,192,Food Processing , Bengaluru ,32
Anion Healthcare Services,3.9,192,Healthcare , Hyderabad ,4
Japfa Comfeed India Private Limited,3.7,192,Agriculture , Pune ,22
Affine,3.3,191,IT Services & Consulting , Bengaluru ,5
ICT Service Management Solutions,3.4,191,IT Services & Consulting , Bengaluru ,11
Laxmi Remote India,3.3,191,Pharma , Noida ,8
Tonglit Autogistic,3.7,191,Logistics , Chennai ,15
Cerium Systems,2.8,191,IT Services & Consulting , Bengaluru ,8
HeyCoach,3.9,191,Education & Training , Bengaluru ,7
Oswal Castings,3.6,191,Metals & Mining , Faridabad ,10
Vivimed Labs,3.3,191,Chemicals , Hyderabad ,12
Hi-Tech,3.7,191,Education & Training , New Delhi ,58
Acma Computers,3.2,191,IT Services & Consulting , Mumbai ,20
Integrated Resources,3.8,192,Recruitment , Gurugram ,6
Txd (india) Technology,3.9,191,Electronics Manufacturing , Rewari ,12
Biorad Medisys,3.7,191,Healthcare , Pune ,13
SOS Children's Village,3.4,191,Non-Profit , New Delhi ,31
IRIS KPO Resourcing,3.8,191,Analytics & KPO , Chennai ,2
Empower Pragati,3.5,191,Education & Training , New Delhi ,54
Epson,4.2,191,IT Services & Consulting , Bengaluru ,52
Competition Team Technology,3.6,191,Electronics Manufacturing , Chennai ,5
Clean Science And Technology,3.5,191,Chemicals , Pune ,5
ILJIN AUTOMOTIVE,3.7,191,Automobile , Chennai ,13
Hoonartek,3.5,191,IT Services & Consulting , Pune ,7
Eagle Infra,4.0,191,Engineering & Construction , Mumbai ,45
CivilMantra Infracon Private Limited,3.8,191,Engineering & Construction , Gurugram ,4
Vertafore,3.8,191,IT Services & Consulting , Hyderabad ,2
Truemeds,3.5,191,Pharma , Mumbai ,21
The Souled Store,3.2,191,Fashion & Textile , Mumbai ,19
Ministry of Home Affairs,4.2,190,Government , New Delhi ,30
Green Gene Enviro Protection And Infrastructure,3.6,190,Waste Management , Faridabad ,28
Tecumseh Products,3.3,190,Industrial Machinery , Faridabad ,8
Code Brew Labs,3.1,190,IT Services & Consulting , Chandigarh ,5
Vandana Global,2.9,191,Iron & Steel , Raipur ,5
Krishi Rasayan Exports,3.8,190,Import & Export , Ankleshwar ,39
Godavari Krishna Co-operative Society,4.8,190,Financial Services , Vijayawada ,17
DSM Infocom,2.6,190,IT Services & Consulting , Mumbai ,38
Advids,3.6,190,Marketing & Advertising , Pune ,12
Sel Manufacturing Co.,3.8,190,Fashion & Textile , Ludhiana ,14
Neosym Industry,3.9,190,Auto Components , Pune ,8
Jayanita Exports,3.6,190,Furniture & Furnishing , Greater Noida ,11
House Of Diagnostics,4.1,190,Healthcare , New Delhi ,4
Osam Dairy,3.9,191,Agriculture , Ranchi ,20
NIMS University,3.0,190,Education & Training , Jaipur ,14
Primus Techsystems,3.5,190,IT Services & Consulting , Pune ,10
Redington Group,3.9,190,IT Services & Consulting , Chennai ,19
Gulf Asia Contracting,3.3,190,Engineering & Construction , Chennai ,21
Sahyadri Industries,3.2,190,Building Material , Pune ,27
Reventics,3.9,190,Healthcare , Hyderabad ,1
J Mitra And Co,3.8,190,Medical Equipment , New Delhi ,22
Radheya Machining,3.6,190,Industrial Machinery , Pune ,17
HPM Chemicals & Fertilizers,4.2,190,Agro Chemicals , New Delhi ,32
Param Renewable Energy,3.9,190,Power , Bengaluru ,38
Evonith Steel,3.9,190,Iron & Steel , Wardha ,6
Epitome Components,3.3,190,Electrical Equipment , Ahilyanagar ,10
Expeditors International,3.8,190,Logistics , Chennai ,21
VAYA Finserv,4.0,189,Financial Services , Hyderabad ,48
Kumaran Systems,3.3,189,IT Services & Consulting , Chennai ,5
Monnet Group,4.5,189,Metals & Mining , Raigarh ,18
Cogniter Technologies,3.4,189,IT Services & Consulting , Hyderabad ,21
Roha Housing Finance,3.5,189,Financial Services , New Delhi ,39
Sheth Creators,3.1,189,Real Estate , Mumbai ,3
Roha Housing Finance,3.5,189,Financial Services , New Delhi ,39
Tata Institute of Social Sciences,4.3,189,Education & Training , Mumbai ,35
Toto India Industries,3.7,189,Building Material , Vadodara ,15
Kumaran Systems,3.3,189,IT Services & Consulting , Chennai ,5
Dew Solutions,3.4,189,IT Services & Consulting , Gurugram ,11
CoLive,3.9,189,Real Estate , Bengaluru ,9
Tirupati Medicare,4.4,189,Pharma , Paonta Sahib ,14
insightsoftware,3.6,189,Software Product , Hyderabad ,5
Monnet Group,4.5,189,Metals & Mining , Raigarh ,18
Cogniter Technologies,3.4,189,IT Services & Consulting , Hyderabad ,21
CDM Smith,3.6,189,Engineering & Construction , Bengaluru ,27
Iron Systems,3.3,189,Hardware & Networking , Noida ,12
Aeon Credit Service,3.4,189,Financial Services , Mumbai ,12
Timezone Entertainment,3.5,189,Events , Mumbai ,34
Programming.Com,3.5,189,IT Services & Consulting , Gurugram ,13
Bygging India,3.9,189,Engineering & Construction , New Delhi ,35
Hubergroup,4.0,189,Chemicals , Vapi ,14
Enrich Hair And Skin Solutions,3.6,189,Beauty & Personal Care , Mumbai ,11
Zentiva,4.1,189,Pharma , Ankleshwar ,7
Value Rcm Solutions,4.1,188,Analytics & KPO , Kolkata ,1
DB Engineering & Consulting,4.2,188,Engineering & Construction , Bengaluru ,12
BookMyShow,3.7,188,Internet , Mumbai ,13
Azure Hospitality,4.0,188,Hospitality , New Delhi ,13
Ducat,3.4,188,Education & Training , Noida ,12
Kayjay Forging,3.6,188,Auto Components , Ludhiana ,9
Monocept,3.4,188,Software Product , Hyderabad ,5
Ginni Filaments,3.8,188,Fashion & Textile , Noida ,15
Godrej Tyson Food,3.9,188,Food Processing , Mumbai ,35
Royal Cyber,3.3,188,IT Services & Consulting , Bengaluru ,10
LawSikho,4.1,188,New Delhi +9 other locations,nan,9
Samsung Semiconductor,3.2,188,Semiconductors , Bengaluru ,6
SILA Group (India),3.5,188,Internet , Mumbai ,23
Gokul Agro Resources,3.8,188,FMCG , Gandhidham ,17
Illusion Dental Laboratory,3.3,188,Medical Equipment , Mumbai ,27
Value Rcm Solutions,4.1,188,Analytics & KPO , Kolkata ,1
NRP Projects,4.0,188,Engineering & Construction , Chennai ,28
Meritto,3.3,188,Internet , Gurugram ,11
Emirates NBD,2.8,188,Banking , Bengaluru ,14
Paranjape Schemes (Construction) Limited,3.2,188,Real Estate , Pune ,9
HomeBazaar.com,3.7,188,Real Estate , Mumbai ,9
HomeBazaar.com,3.7,188,Real Estate , Mumbai ,9
BGD Tech PVT LTD,4.4,188,IT Services & Consulting , Bengaluru ,2
Privi Speciality Chemicals,3.8,187,Chemicals , Mahad ,13
Aditya Anagha Multi State Credit Co-Operative Society,4.8,187,Banking , Nagpur ,30
NTC Logistics India,4.1,187,Logistics , Chennai ,23
Four Seasons Hotel,3.8,187,Hospitality , Mumbai ,20
Vardhman Special Steels,4.0,187,Iron & Steel , Ludhiana ,5
Mentorsity,4.4,187,EdTech , New Delhi ,11
Tata Main Hospital,3.8,187,Healthcare , Jamshedpur ,12
Massive Restaurants,3.9,187,Hospitality , New Delhi ,17
Arabtec Construction,4.7,187,Engineering & Construction , New Delhi ,13
Maharishi Markandeshwar University,3.6,187,Education & Training , Ambala ,9
Salasar Techno Engineering,4.0,187,Iron & Steel , Ghaziabad ,25
Oliva Skin and Hair Clinics,3.8,187,Healthcare , Hyderabad ,11
Stedman Pharmaceuticals,4.1,187,Pharma , Chennai ,30
Dmi Housing Finance,4.0,187,Financial Services , New Delhi ,39
Fermenta Biotech,4.3,187,Biotechnology , Bharuch ,12
Edunext Technologies,3.4,187,EdTech , Noida ,12
Sims Hospital,3.9,187,Healthcare , Chennai ,18
Government of Bihar,3.5,187,Government , Patna ,33
Gameskraft,4.2,187,Software Product , Bengaluru ,2
NTC Logistics India,4.1,187,Logistics , Chennai ,23
Fermenta Biotech,4.3,187,Biotechnology , Bharuch ,12
Stedman Pharmaceuticals,4.1,187,Pharma , Chennai ,30
Dmi Housing Finance,4.0,187,Financial Services , New Delhi ,39
Mobile Premier League,3.7,187,Gaming , Bengaluru ,12
CIGNEX,3.9,187,IT Services & Consulting , Bengaluru ,11
Hotel Parle International,3.8,187,Travel & Tourism , Mumbai ,72
Ubique Systems,3.7,187,Recruitment , Kolkata ,11
Ican BPO,4.4,187,BPO , Thane ,3
R-Logic Technology Services,4.1,187,IT Services & Consulting , Bengaluru ,8
Capricorn Logistics,3.6,187,Logistics , Mumbai ,23
UTI Asset Management Company,3.8,187,Financial Services , Mumbai ,58
Modern Automotives,3.8,187,Auto Components , Gurugram ,20
Amentum,3.8,187,Defence & Aerospace , Bengaluru ,22
"L&T Construction, Mining and Industrial Machinery",4.0,187,Industrial Machinery , Bengaluru ,42
Vmoksha Technologies,4.5,186,IT Services & Consulting , Bengaluru ,4
Goibibo,2.6,186,Internet , Gurugram ,19
ACUTAAS CHEMICALS LIMITED,3.7,186,Pharma , Surat ,8
Kundan Group,3.2,186,Jewellery , New Delhi ,21
Soch Apparels,4.4,186,Fashion & Textile , Bengaluru ,41
